date,region,product_category,units_sold,unit_price,revenue,discount_applied,marketing_spend,customer_segment,returned_units
2022-10-15,North,Home & Kitchen,21,79.72,1478.92,0.1166,591.58,Small Business,2
2022-10-15,East,Sports & Outdoors,8,68.12,493.24,0.0949,221.74,Small Business,0
2022-10-15,East,Sports & Outdoors,8,59.08,435.07,0.0795,301.64,Consumer,0
2022-10-15,South,Clothing,22,49.14,932.54,0.1374,384.72,Consumer,1
2022-10-15,Central,Home & Kitchen,14,77.07,957.7,0.1124,308.08,Small Business,0
2022-10-15,Central,Electronics,10,269.25,2313.67,0.1407,338.88,Consumer,0
2022-10-15,East,Home & Kitchen,14,94.63,1191.94,0.1003,303.43,Small Business,0
2022-10-15,West,Clothing,18,53.01,898.65,0.0582,500.54,Consumer,1
2022-10-16,East,Home & Kitchen,16,78.67,1047.76,0.1676,296.92,Corporate,0
2022-10-16,Central,Sports & Outdoors,10,64.31,472.36,0.2655,200.86,Corporate,0
2022-10-16,Central,Electronics,16,308.42,4351.44,0.1182,329.25,Corporate,0
2022-10-16,East,Electronics,19,296.33,5176.47,0.0806,436.64,Consumer,2
2022-10-16,Central,Sports & Outdoors,7,75.22,431.24,0.181,187.65,Corporate,0
2022-10-16,South,Electronics,19,291.25,4837.6,0.1258,344.88,Corporate,0
2022-10-16,West,Clothing,21,50.26,940.73,0.1087,495.44,Consumer,2
2022-10-16,North,Electronics,23,308.73,6669.06,0.0608,463.56,Consumer,1
2022-10-17,South,Sports & Outdoors,11,60.13,555.54,0.1601,290.55,Consumer,1
2022-10-17,West,Clothing,24,56.45,1218.91,0.1003,523.7,Consumer,1
2022-10-17,Central,Sports & Outdoors,7,61.72,354.96,0.1784,215.38,Small Business,0
2022-10-17,North,Electronics,20,346.22,6026.31,0.1297,569.21,Corporate,0
2022-10-17,West,Electronics,20,349.36,6604.3,0.0548,807.79,Small Business,1
2022-10-17,Central,Sports & Outdoors,6,64.02,357.12,0.0703,238.14,Small Business,0
2022-10-17,South,Sports & Outdoors,10,61.93,536.19,0.1342,362.97,Consumer,0
2022-10-17,North,Electronics,22,306.39,5931.04,0.1201,520.95,Consumer,2
2022-10-17,East,Sports & Outdoors,6,59.87,336.19,0.0641,301.52,Consumer,0
2022-10-17,South,Electronics,18,325.07,5317.04,0.0913,436.54,Consumer,2
2022-10-17,Central,Home & Kitchen,9,86.52,692.79,0.1103,243.05,Corporate,0
2022-10-17,West,Electronics,24,322.69,7030.51,0.0922,598.01,Corporate,1
2022-10-17,North,Electronics,18,343.95,5728.62,0.0747,618.65,Consumer,0
2022-10-17,West,Electronics,16,305.12,4509.92,0.0762,608.64,Consumer,0
2022-10-18,North,Clothing,17,54.41,826.18,0.1068,541.48,Corporate,0
2022-10-18,North,Sports & Outdoors,16,60.03,832.26,0.1335,331.24,Corporate,0
2022-10-18,South,Electronics,14,295.79,3706.25,0.105,370.76,Corporate,0
2022-10-18,West,Electronics,16,338.83,5113.35,0.0568,574.64,Consumer,1
2022-10-18,North,Electronics,23,329.78,6640.61,0.1245,754.41,Corporate,0
2022-10-18,North,Sports & Outdoors,14,70.43,897.28,0.09,468.08,Consumer,1
2022-10-18,West,Sports & Outdoors,17,70.62,1029.1,0.1428,530.93,Consumer,1
2022-10-18,North,Sports & Outdoors,16,62.71,812.92,0.1898,389.7,Corporate,0
2022-10-19,Central,Sports & Outdoors,6,70.65,382.65,0.0973,221.66,Consumer,0
2022-10-19,South,Home & Kitchen,10,84.38,772.25,0.0848,353.86,Consumer,1
2022-10-19,East,Sports & Outdoors,11,76.42,728.06,0.1339,217.99,Small Business,1
2022-10-19,East,Clothing,14,54.2,677.53,0.1071,352.5,Consumer,1
2022-10-19,South,Electronics,19,289.2,5029.94,0.0846,520.15,Corporate,0
2022-10-19,Central,Clothing,12,58.06,606.56,0.1294,321.81,Corporate,0
2022-10-19,Central,Home & Kitchen,7,76.79,497.59,0.0743,285.28,Small Business,0
2022-10-19,West,Sports & Outdoors,18,60.39,943.75,0.1318,531.15,Consumer,1
2022-10-20,Central,Electronics,10,350.4,3091.93,0.1176,286.45,Consumer,0
2022-10-20,South,Sports & Outdoors,9,62.96,508.16,0.1032,296.02,Consumer,0
2022-10-20,North,Sports & Outdoors,11,58.52,570.01,0.1145,433.85,Consumer,0
2022-10-20,East,Clothing,14,55.82,732.48,0.0627,292.65,Consumer,1
2022-10-20,South,Electronics,16,285.25,3969.31,0.1303,336.65,Consumer,0
2022-10-20,West,Electronics,28,337.41,8718.13,0.0772,622.38,Consumer,2
2022-10-20,East,Home & Kitchen,8,92.81,677.07,0.0881,252.71,Consumer,0
2022-10-20,North,Home & Kitchen,14,75.61,902.93,0.147,510.42,Consumer,1
2022-10-20,West,Clothing,16,54.65,831.64,0.0489,698.84,Small Business,1
2022-10-20,East,Sports & Outdoors,12,71.95,792.08,0.0826,290.09,Consumer,1
2022-10-20,South,Home & Kitchen,16,75.97,1145.38,0.0577,425.01,Consumer,1
2022-10-20,North,Sports & Outdoors,12,59.32,591.25,0.1694,547.12,Consumer,0
2022-10-20,West,Sports & Outdoors,18,71.26,1198.02,0.066,490.84,Consumer,1
2022-10-20,South,Clothing,14,53.54,618.91,0.1743,327.08,Corporate,0
2022-10-21,Central,Electronics,15,335.06,4658.0,0.0732,242.92,Consumer,1
2022-10-21,North,Sports & Outdoors,14,60.26,770.41,0.0868,406.95,Corporate,0
2022-10-21,South,Clothing,18,48.05,759.73,0.1216,403.76,Consumer,1
2022-10-21,West,Clothing,22,50.72,964.2,0.1359,664.84,Consumer,2
2022-10-21,West,Clothing,30,49.74,1365.66,0.0848,792.32,Small Business,1
2022-10-21,East,Home & Kitchen,12,82.96,815.33,0.181,262.21,Corporate,0
2022-10-21,West,Clothing,22,52.68,979.09,0.1552,502.8,Corporate,1
2022-10-21,Central,Sports & Outdoors,12,70.45,645.04,0.237,273.33,Consumer,1
2022-10-21,West,Sports & Outdoors,14,72.12,898.82,0.1098,447.25,Corporate,0
2022-10-21,West,Sports & Outdoors,15,67.86,889.54,0.1261,652.27,Corporate,0
2022-10-21,West,Sports & Outdoors,20,64.16,1155.39,0.0996,512.97,Consumer,0
2022-10-21,North,Electronics,20,341.62,5772.69,0.1551,739.27,Corporate,1
2022-10-21,West,Electronics,19,295.65,5170.77,0.0795,661.83,Consumer,2
2022-10-21,Central,Electronics,10,334.18,3136.61,0.0614,342.34,Small Business,0
2022-10-22,Central,Sports & Outdoors,9,69.41,555.22,0.1112,237.47,Consumer,0
2022-10-22,West,Sports & Outdoors,18,59.27,953.67,0.1061,579.58,Consumer,2
2022-10-22,South,Electronics,18,345.71,5512.76,0.1141,403.03,Corporate,0
2022-10-22,South,Sports & Outdoors,15,65.97,815.88,0.1755,313.83,Consumer,1
2022-10-22,North,Electronics,25,352.18,7861.54,0.1071,640.79,Corporate,1
2022-10-22,South,Electronics,16,268.17,4008.82,0.0657,443.7,Consumer,1
2022-10-22,North,Electronics,29,321.87,8506.28,0.0887,708.56,Consumer,1
2022-10-22,West,Sports & Outdoors,26,64.64,1520.48,0.0953,574.1,Small Business,1
2022-10-22,East,Clothing,15,56.67,788.51,0.0724,279.14,Consumer,1
2022-10-23,South,Clothing,13,54.66,651.46,0.0832,386.29,Small Business,0
2022-10-23,Central,Home & Kitchen,12,82.23,890.16,0.0979,272.38,Consumer,1
2022-10-23,South,Sports & Outdoors,11,64.64,584.69,0.1777,280.41,Consumer,0
2022-10-23,Central,Clothing,13,54.25,615.12,0.1278,340.21,Consumer,0
2022-10-23,West,Home & Kitchen,20,85.04,1545.35,0.0914,462.45,Consumer,2
2022-10-23,North,Home & Kitchen,16,71.67,1012.1,0.1174,503.16,Corporate,0
2022-10-23,West,Sports & Outdoors,15,64.53,874.74,0.0963,403.43,Corporate,0
2022-10-23,West,Home & Kitchen,25,89.06,2070.2,0.0702,576.79,Small Business,2
2022-10-23,East,Home & Kitchen,14,82.81,1031.35,0.1104,339.91,Corporate,0
2022-10-23,Central,Sports & Outdoors,11,56.92,585.67,0.0646,223.55,Consumer,0
2022-10-24,South,Clothing,17,44.38,686.94,0.0895,341.29,Corporate,1
2022-10-24,East,Electronics,14,336.35,4337.84,0.0788,428.23,Consumer,0
2022-10-24,West,Electronics,22,321.74,5977.61,0.1555,798.65,Small Business,1
2022-10-24,South,Home & Kitchen,9,91.25,750.62,0.086,369.53,Consumer,0
2022-10-24,West,Clothing,21,47.98,888.18,0.1185,824.51,Consumer,1
2022-10-24,Central,Clothing,12,56.39,598.52,0.1155,253.61,Consumer,1
2022-10-24,East,Home & Kitchen,11,70.3,663.41,0.1421,252.96,Consumer,0
2022-10-24,North,Home & Kitchen,14,71.26,896.78,0.1011,490.19,Consumer,1
2022-10-24,North,Home & Kitchen,16,73.72,1133.64,0.0389,540.08,Small Business,0
2022-10-24,North,Sports & Outdoors,16,59.84,855.38,0.1066,474.5,Consumer,1
2022-10-24,Central,Home & Kitchen,7,78.39,457.97,0.1654,234.14,Consumer,0
2022-10-25,West,Electronics,18,344.67,5808.86,0.0637,714.43,Consumer,2
2022-10-25,Central,Home & Kitchen,8,74.67,521.32,0.1273,218.06,Consumer,0
2022-10-25,South,Home & Kitchen,11,92.54,901.59,0.1143,411.79,Consumer,0
2022-10-25,West,Home & Kitchen,20,73.63,1287.2,0.1259,640.41,Consumer,1
2022-10-25,West,Sports & Outdoors,19,60.88,1015.83,0.1218,626.28,Consumer,1
2022-10-25,Central,Electronics,14,278.46,3583.84,0.0807,354.37,Small Business,0
2022-10-25,South,Sports & Outdoors,15,60.33,680.79,0.2477,343.19,Corporate,0
2022-10-25,West,Sports & Outdoors,16,70.54,1005.73,0.1089,620.08,Consumer,1
2022-10-25,South,Sports & Outdoors,12,73.46,744.88,0.155,246.09,Corporate,0
2022-10-25,West,Clothing,15,57.96,804.89,0.0742,667.86,Consumer,0
2022-10-26,North,Home & Kitchen,12,91.81,1011.71,0.0817,551.67,Corporate,0
2022-10-26,West,Clothing,26,46.21,1104.14,0.081,768.59,Small Business,2
2022-10-26,Central,Clothing,7,57.39,317.17,0.2105,315.77,Consumer,0
2022-10-26,South,Sports & Outdoors,12,74.87,732.41,0.1848,341.25,Corporate,0
2022-10-26,East,Sports & Outdoors,9,74.45,563.04,0.1597,276.09,Corporate,0
2022-10-26,West,Electronics,18,318.82,4591.58,0.1999,670.57,Consumer,1
2022-10-26,West,Electronics,30,345.02,9618.81,0.0707,835.4,Consumer,1
2022-10-26,Central,Electronics,14,341.29,4196.57,0.1217,361.93,Corporate,0
2022-10-27,North,Electronics,18,339.71,5674.52,0.072,741.17,Consumer,2
2022-10-27,West,Sports & Outdoors,17,75.72,1161.86,0.0974,407.36,Corporate,0
2022-10-27,West,Clothing,18,46.74,741.62,0.1185,801.09,Consumer,1
2022-10-27,South,Home & Kitchen,15,86.53,1121.82,0.1357,295.9,Consumer,1
2022-10-27,Central,Sports & Outdoors,8,64.31,458.97,0.1079,248.67,Corporate,0
2022-10-27,South,Sports & Outdoors,9,60.3,417.77,0.2302,300.09,Corporate,0
2022-10-27,West,Electronics,22,354.98,7003.61,0.1032,847.1,Consumer,1
2022-10-27,West,Electronics,17,280.33,4320.03,0.0935,589.71,Consumer,0
2022-10-27,North,Home & Kitchen,13,73.45,832.53,0.1281,596.21,Consumer,0
2022-10-27,Central,Clothing,11,52.13,499.11,0.1296,276.06,Corporate,0
2022-10-28,West,Home & Kitchen,24,90.11,2034.61,0.0592,684.22,Consumer,2
2022-10-28,East,Sports & Outdoors,13,76.03,857.43,0.1325,289.62,Consumer,1
2022-10-28,West,Electronics,22,325.67,6544.99,0.0865,880.37,Consumer,1
2022-10-28,West,Electronics,27,301.41,7443.08,0.0854,787.47,Consumer,1
2022-10-28,West,Home & Kitchen,24,84.45,1780.34,0.1216,636.13,Small Business,2
2022-10-28,West,Home & Kitchen,18,76.77,1263.16,0.0859,603.58,Consumer,1
2022-10-28,North,Clothing,25,50.6,1134.33,0.1033,658.47,Corporate,0
2022-10-28,West,Electronics,23,283.29,5712.29,0.1233,875.78,Corporate,0
2022-10-28,North,Sports & Outdoors,16,58.47,766.38,0.1808,540.57,Corporate,0
2022-10-28,Central,Electronics,12,350.62,3795.11,0.098,315.98,Corporate,0
2022-10-28,East,Electronics,12,296.07,3321.19,0.0652,403.71,Consumer,0
2022-10-28,West,Clothing,30,55.24,1451.71,0.124,614.24,Consumer,1
2022-10-28,West,Electronics,21,312.15,5271.65,0.1958,626.99,Consumer,2
2022-10-29,North,Home & Kitchen,22,76.35,1530.88,0.0886,563.69,Consumer,2
2022-10-29,West,Home & Kitchen,18,72.35,1178.58,0.095,718.56,Small Business,0
2022-10-29,North,Electronics,32,288.44,8315.38,0.0991,608.73,Consumer,3
2022-10-29,North,Clothing,26,43.85,950.5,0.1663,669.51,Corporate,1
2022-10-29,North,Electronics,25,341.76,7724.63,0.0959,644.77,Small Business,1
2022-10-29,West,Clothing,24,47.1,1057.49,0.0645,787.57,Consumer,2
2022-10-29,West,Home & Kitchen,22,80.28,1592.9,0.0981,649.62,Consumer,2
2022-10-29,West,Electronics,28,266.8,6764.45,0.0945,871.73,Consumer,1
2022-10-29,North,Home & Kitchen,23,80.15,1667.03,0.0957,516.1,Consumer,1
2022-10-29,East,Sports & Outdoors,11,69.18,642.04,0.1563,256.7,Consumer,0
2022-10-29,North,Home & Kitchen,18,84.3,1135.77,0.2515,569.72,Consumer,2
2022-10-29,Central,Clothing,13,58.45,691.77,0.0896,332.88,Consumer,1
2022-10-29,West,Sports & Outdoors,18,64.29,994.86,0.1403,557.11,Corporate,0
2022-10-29,East,Home & Kitchen,12,73.21,825.02,0.0609,277.01,Consumer,1
2022-10-30,West,Home & Kitchen,18,70.88,1082.42,0.1516,510.66,Corporate,1
2022-10-30,East,Home & Kitchen,16,94.51,1343.25,0.1117,343.66,Consumer,1
2022-10-30,South,Clothing,20,58.14,1110.82,0.0447,338.46,Small Business,1
2022-10-30,West,Clothing,17,47.53,705.47,0.1269,667.28,Consumer,1
2022-10-30,South,Sports & Outdoors,17,65.31,967.49,0.1286,273.78,Corporate,0
2022-10-30,East,Clothing,18,52.03,776.39,0.171,298.57,Consumer,1
2022-10-30,North,Sports & Outdoors,13,74.97,793.62,0.1857,506.41,Consumer,1
2022-10-30,North,Sports & Outdoors,19,67.01,872.01,0.3151,347.27,Consumer,1
2022-10-30,West,Sports & Outdoors,16,64.14,839.98,0.1815,587.22,Consumer,0
2022-10-30,West,Clothing,27,53.9,1296.38,0.1092,632.81,Consumer,2
2022-10-31,South,Home & Kitchen,14,90.04,1159.21,0.0804,425.4,Corporate,0
2022-10-31,North,Sports & Outdoors,16,60.26,695.16,0.279,397.71,Corporate,0
2022-10-31,West,Sports & Outdoors,17,73.5,1105.18,0.1155,489.82,Small Business,0
2022-10-31,East,Sports & Outdoors,8,76.62,510.66,0.1669,312.56,Consumer,0
2022-10-31,West,Electronics,26,268.33,6477.75,0.0715,680.02,Consumer,3
2022-10-31,West,Clothing,13,47.1,574.09,0.0624,580.84,Consumer,1
2022-10-31,North,Sports & Outdoors,15,59.4,735.61,0.1744,480.63,Corporate,0
2022-10-31,North,Home & Kitchen,16,81.22,1202.97,0.0743,420.88,Consumer,1
2022-10-31,Central,Home & Kitchen,9,91.53,746.01,0.0944,266.53,Consumer,0
2022-10-31,Central,Home & Kitchen,7,91.6,592.47,0.076,291.53,Consumer,0
2022-10-31,East,Clothing,12,57.31,629.2,0.0851,355.08,Consumer,1
2022-11-01,North,Sports & Outdoors,14,74.22,823.68,0.2073,477.13,Consumer,1
2022-11-01,North,Electronics,21,291.84,5912.3,0.0353,1005.68,Small Business,1
2022-11-01,West,Clothing,25,49.03,1075.72,0.1224,1159.19,Corporate,1
2022-11-01,Central,Clothing,8,51.32,374.96,0.0867,526.19,Consumer,0
2022-11-01,South,Electronics,15,305.92,4216.65,0.0811,917.66,Consumer,1
2022-11-01,West,Home & Kitchen,17,78.24,1144.0,0.1399,1002.9,Corporate,0
2022-11-01,North,Clothing,21,45.25,850.66,0.1048,655.36,Corporate,1
2022-11-01,South,Electronics,20,326.69,6010.44,0.0801,848.51,Consumer,1
2022-11-01,East,Clothing,16,53.14,755.61,0.1113,445.3,Consumer,0
2022-11-01,North,Home & Kitchen,15,91.13,1209.75,0.115,852.16,Consumer,0
2022-11-01,South,Home & Kitchen,14,78.09,987.0,0.0972,640.65,Consumer,0
2022-11-01,West,Clothing,24,50.05,1046.0,0.1292,1154.39,Corporate,0
2022-11-01,West,Home & Kitchen,15,73.56,1040.73,0.0568,1071.67,Consumer,1
2022-11-02,South,Home & Kitchen,19,77.76,1254.2,0.1511,484.87,Consumer,1
2022-11-02,West,Clothing,19,47.55,820.87,0.0914,888.39,Corporate,0
2022-11-02,South,Electronics,28,296.08,7515.93,0.0934,577.87,Corporate,0
2022-11-02,South,Clothing,15,54.42,734.67,0.1,705.67,Consumer,0
2022-11-02,Central,Electronics,15,331.28,4691.92,0.0558,488.29,Small Business,1
2022-11-02,North,Electronics,33,355.03,11139.56,0.0492,1162.36,Small Business,2
2022-11-02,West,Clothing,20,43.9,738.84,0.1585,1197.78,Consumer,1
2022-11-02,East,Clothing,11,58.09,582.69,0.0881,453.95,Corporate,0
2022-11-02,North,Sports & Outdoors,15,57.22,760.45,0.114,589.89,Small Business,0
2022-11-02,North,Clothing,15,58.46,719.58,0.1794,836.81,Corporate,0
2022-11-03,West,Sports & Outdoors,17,76.8,1073.73,0.1776,625.33,Corporate,0
2022-11-03,West,Sports & Outdoors,18,60.08,949.83,0.1217,690.05,Corporate,0
2022-11-03,East,Clothing,16,46.93,684.73,0.0881,483.79,Consumer,1
2022-11-03,West,Electronics,30,335.66,8826.18,0.1235,1062.95,Consumer,1
2022-11-03,West,Clothing,24,58.16,1197.35,0.1422,807.85,Corporate,1
2022-11-03,South,Clothing,19,47.57,726.23,0.1965,652.73,Consumer,2
2022-11-03,East,Electronics,14,332.69,4351.65,0.0657,609.95,Consumer,0
2022-11-03,East,Clothing,17,45.63,673.39,0.1319,392.97,Corporate,1
2022-11-03,North,Sports & Outdoors,14,61.15,683.6,0.2015,463.66,Corporate,0
2022-11-04,West,Home & Kitchen,27,91.15,2228.73,0.0944,906.11,Corporate,1
2022-11-04,East,Sports & Outdoors,9,61.61,492.39,0.112,246.14,Consumer,1
2022-11-04,Central,Sports & Outdoors,8,74.85,479.4,0.1994,316.1,Corporate,0
2022-11-04,East,Electronics,21,286.56,5604.94,0.0686,531.9,Consumer,2
2022-11-04,West,Home & Kitchen,16,89.4,1189.23,0.1686,1071.64,Corporate,0
2022-11-04,Central,Electronics,15,286.88,3894.4,0.095,489.83,Corporate,0
2022-11-04,West,Electronics,41,276.3,10330.28,0.0881,1267.74,Consumer,4
2022-11-04,West,Electronics,25,274.36,6289.02,0.0831,1400.16,Consumer,2
2022-11-04,South,Home & Kitchen,13,73.52,738.04,0.2278,529.09,Corporate,0
2022-11-05,North,Electronics,42,304.45,12120.7,0.0521,1340.87,Consumer,3
2022-11-05,Central,Sports & Outdoors,6,63.86,335.8,0.1236,311.98,Consumer,0
2022-11-05,North,Sports & Outdoors,18,59.21,892.06,0.163,608.1,Corporate,1
2022-11-05,West,Sports & Outdoors,18,68.43,1049.69,0.1478,726.09,Consumer,1
2022-11-05,Central,Electronics,24,298.97,6586.91,0.082,466.33,Corporate,0
2022-11-05,South,Clothing,27,55.02,1283.36,0.1361,576.29,Corporate,0
2022-11-05,West,Home & Kitchen,32,76.07,2237.31,0.0809,800.24,Small Business,1
2022-11-05,West,Sports & Outdoors,19,62.07,1039.93,0.1182,636.04,Corporate,1
2022-11-05,West,Electronics,43,292.74,11208.19,0.1096,1265.67,Corporate,1
2022-11-06,North,Electronics,37,305.71,10365.65,0.0836,1293.37,Consumer,3
2022-11-06,South,Sports & Outdoors,13,61.15,610.2,0.2324,281.91,Corporate,0
2022-11-06,West,Home & Kitchen,21,80.98,1537.83,0.0957,702.19,Corporate,1
2022-11-06,North,Electronics,22,297.71,6176.29,0.057,904.45,Small Business,1
2022-11-06,West,Home & Kitchen,17,70.88,1122.06,0.0688,1051.82,Consumer,1
2022-11-06,West,Sports & Outdoors,21,74.43,1186.5,0.2409,723.73,Consumer,1
2022-11-06,West,Sports & Outdoors,18,62.59,1000.1,0.1123,540.21,Consumer,1
2022-11-06,North,Sports & Outdoors,13,59.51,638.24,0.175,510.87,Corporate,0
2022-11-06,West,Home & Kitchen,30,86.84,2308.47,0.1139,833.52,Corporate,0
2022-11-06,East,Electronics,24,286.46,6600.73,0.0399,569.72,Small Business,1
2022-11-06,North,Electronics,36,317.73,10353.93,0.0948,1250.65,Consumer,3
2022-11-06,Central,Clothing,11,53.52,534.97,0.0913,436.28,Small Business,0
2022-11-07,East,Sports & Outdoors,6,74.91,388.02,0.1367,347.71,Consumer,0
2022-11-07,West,Clothing,27,55.66,1320.68,0.1212,1041.29,Consumer,2
2022-11-07,North,Sports & Outdoors,9,70.13,534.85,0.1526,561.11,Corporate,0
2022-11-07,North,Electronics,23,283.13,5556.03,0.1468,1157.21,Consumer,1
2022-11-07,East,Home & Kitchen,7,94.74,564.5,0.1488,375.61,Consumer,0
2022-11-07,South,Clothing,15,47.05,649.36,0.0799,466.66,Consumer,0
2022-11-07,South,Sports & Outdoors,11,75.64,663.47,0.2026,446.76,Consumer,1
2022-11-07,West,Clothing,25,46.08,1047.63,0.0906,1191.7,Consumer,2
2022-11-07,West,Home & Kitchen,24,86.62,1915.48,0.0786,1088.39,Small Business,1
2022-11-07,West,Clothing,25,56.17,1276.18,0.0912,1261.72,Consumer,1
2022-11-07,West,Sports & Outdoors,14,60.57,723.84,0.1464,603.6,Consumer,0
2022-11-07,West,Home & Kitchen,21,81.25,1560.02,0.0857,758.75,Small Business,0
2022-11-07,South,Home & Kitchen,17,76.65,1123.75,0.1376,563.86,Consumer,1
2022-11-08,East,Clothing,12,53.1,582.02,0.0866,438.25,Corporate,0
2022-11-08,South,Electronics,27,313.91,7903.47,0.0675,657.74,Consumer,1
2022-11-08,North,Home & Kitchen,22,76.5,1591.28,0.0545,642.66,Small Business,1
2022-11-08,North,Clothing,20,56.2,1032.73,0.0812,895.8,Corporate,1
2022-11-08,North,Clothing,26,52.37,1171.54,0.1396,772.98,Corporate,1
2022-11-08,North,Clothing,18,44.54,700.46,0.1263,936.76,Consumer,1
2022-11-08,West,Sports & Outdoors,13,67.91,689.14,0.2194,777.79,Corporate,0
2022-11-08,North,Clothing,21,55.95,1074.14,0.0858,866.63,Consumer,2
2022-11-08,Central,Home & Kitchen,12,89.34,994.14,0.0727,294.66,Consumer,1
2022-11-09,West,Home & Kitchen,24,82.86,1742.05,0.124,814.84,Consumer,2
2022-11-09,South,Home & Kitchen,14,71.05,874.64,0.1207,550.66,Corporate,0
2022-11-09,South,Clothing,18,54.63,842.62,0.1431,663.03,Consumer,0
2022-11-09,Central,Electronics,11,340.88,3336.47,0.1102,510.45,Consumer,0
2022-11-09,West,Sports & Outdoors,19,67.08,1072.25,0.1587,653.03,Corporate,0
2022-11-09,Central,Clothing,8,52.23,367.66,0.1201,524.6,Consumer,0
2022-11-09,North,Sports & Outdoors,16,67.97,919.39,0.1546,567.29,Consumer,1
2022-11-09,East,Electronics,21,330.99,6337.04,0.0883,582.9,Consumer,1
2022-11-09,Central,Sports & Outdoors,9,57.85,454.01,0.128,228.27,Consumer,0
2022-11-09,North,Sports & Outdoors,10,70.58,624.07,0.1158,549.2,Consumer,1
2022-11-10,South,Electronics,27,277.61,7197.15,0.0398,817.84,Small Business,1
2022-11-10,West,Sports & Outdoors,16,74.26,1062.33,0.1059,598.21,Consumer,2
2022-11-10,South,Home & Kitchen,16,75.4,1093.6,0.0935,503.14,Consumer,1
2022-11-10,West,Sports & Outdoors,12,69.64,600.27,0.2817,573.95,Consumer,1
2022-11-10,Central,Home & Kitchen,10,93.92,830.63,0.1156,286.36,Consumer,1
2022-11-10,Central,Sports & Outdoors,6,76.22,427.87,0.0644,260.37,Consumer,0
2022-11-10,West,Clothing,18,58.15,961.18,0.0817,1097.76,Consumer,1
2022-11-10,West,Electronics,35,332.06,10791.12,0.0715,1552.11,Consumer,1
2022-11-11,West,Sports & Outdoors,13,64.07,638.84,0.233,616.42,Consumer,1
2022-11-11,West,Electronics,38,278.62,9682.32,0.0855,1042.38,Corporate,2
2022-11-11,West,Home & Kitchen,16,82.83,1245.1,0.0605,901.84,Consumer,1
2022-11-11,North,Sports & Outdoors,10,61.08,528.16,0.1353,497.09,Corporate,0
2022-11-11,South,Electronics,31,287.65,8370.53,0.0613,571.23,Consumer,1
2022-11-11,West,Clothing,34,56.32,1740.43,0.0911,871.09,Consumer,1
2022-11-11,East,Home & Kitchen,13,90.85,1077.59,0.0876,497.4,Small Business,1
2022-11-11,North,Clothing,18,57.33,914.3,0.114,814.15,Small Business,1
2022-11-11,West,Clothing,27,49.35,1184.95,0.1107,1182.17,Consumer,2
2022-11-11,West,Clothing,33,57.75,1650.95,0.1337,833.12,Small Business,3
2022-11-11,South,Electronics,19,344.34,6053.08,0.0748,618.68,Consumer,2
2022-11-11,West,Sports & Outdoors,15,66.92,862.46,0.1408,660.43,Consumer,1
2022-11-11,Central,Home & Kitchen,8,76.78,590.35,0.0389,355.28,Small Business,0
2022-11-12,North,Home & Kitchen,20,74.56,1359.53,0.0883,582.86,Consumer,1
2022-11-12,North,Clothing,20,52.74,996.89,0.0549,810.87,Consumer,1
2022-11-12,East,Clothing,21,48.41,916.37,0.0986,422.55,Small Business,1
2022-11-12,Central,Home & Kitchen,16,74.96,1016.82,0.1522,349.57,Consumer,1
2022-11-12,North,Electronics,31,275.21,7814.01,0.0841,1034.64,Consumer,1
2022-11-12,West,Sports & Outdoors,13,69.18,720.37,0.199,725.77,Corporate,0
2022-11-12,West,Electronics,38,341.38,12260.25,0.0549,1364.42,Small Business,1
2022-11-12,South,Sports & Outdoors,15,71.03,916.93,0.1394,350.61,Consumer,1
2022-11-12,North,Clothing,26,55.67,1215.69,0.1601,702.23,Consumer,3
2022-11-12,North,Electronics,28,308.86,8077.31,0.066,1118.97,Consumer,1
2022-11-12,South,Sports & Outdoors,15,74.75,840.49,0.2504,310.83,Corporate,0
2022-11-12,Central,Sports & Outdoors,8,71.56,496.4,0.1329,233.44,Corporate,0
2022-11-13,West,Sports & Outdoors,12,68.15,714.76,0.126,599.05,Corporate,0
2022-11-13,West,Electronics,44,285.66,11718.12,0.0677,1389.91,Small Business,1
2022-11-13,South,Electronics,25,312.9,7029.3,0.1014,575.96,Consumer,1
2022-11-13,West,Electronics,33,279.93,8208.61,0.1114,1203.63,Corporate,1
2022-11-13,Central,Sports & Outdoors,8,68.37,485.86,0.1117,292.61,Corporate,0
2022-11-13,East,Sports & Outdoors,7,72.33,432.24,0.1463,358.99,Corporate,0
2022-11-13,West,Electronics,39,313.22,11100.3,0.0913,1289.83,Consumer,2
2022-11-13,West,Clothing,34,48.94,1469.28,0.117,1228.09,Corporate,1
2022-11-13,South,Home & Kitchen,14,70.76,897.32,0.0942,502.31,Consumer,1
2022-11-13,East,Sports & Outdoors,8,70.93,470.86,0.1702,301.23,Consumer,0
2022-11-13,West,Home & Kitchen,26,77.57,1817.56,0.0988,683.99,Corporate,1
2022-11-13,West,Electronics,30,336.11,9395.62,0.0682,1128.95,Consumer,2
2022-11-14,South,Clothing,18,47.48,769.69,0.0994,508.65,Consumer,1
2022-11-14,South,Clothing,16,46.53,672.56,0.0966,698.94,Small Business,1
2022-11-14,North,Home & Kitchen,15,72.41,1045.31,0.0376,791.92,Small Business,1
2022-11-14,South,Home & Kitchen,12,71.42,722.66,0.1568,505.15,Corporate,0
2022-11-14,South,Clothing,19,44.39,772.39,0.0842,727.15,Consumer,1
